id,region,depth,substrate_type,structural_complexity,water_temperature,salinity,light_availability,coral_cover,algal_cover,marine_protection_status,proximity_to_human_activity,species_Porites,species_Favia,species_Stylophora,species_Acropora,species_Goniastrea,species_Montipora,species_Pocillopora,species_Montastraea,species_Orbicella,species_Siderastrea,species_Fungia
6141,Great Barrier Reef,14.2,Coralline,0.92,27.9,34.6,Medium,65.4,10.1,MPA,64.2,1,0,0,0,0,1,0,0,0,0,0
6142,Red Sea,9.4,Rubble,0.69,28.0,41.0,High,75.0,25.0,MPA,66.5,0,1,1,1,0,0,0,0,0,0,0
6143,Caribbean,8.9,Silty,0.55,25.8,35.1,High,68.9,5.2,Unprotected,18.9,1,0,0,0,0,0,0,1,0,0,0
6144,Red Sea,24.4,Rocky,0.53,26.1,41.0,Low,57.7,5.8,Unprotected,20.3,1,1,0,0,0,0,0,0,0,0,0
6145,Caribbean,24.0,Silty,0.54,26.0,34.8,Low,55.2,7.6,Unprotected,21.3,0,0,0,0,0,0,0,1,0,1,0
6146,Great Barrier Reef,5.6,Coralline,0.95,27.3,34.5,High,66.0,16.0,Unprotected,59.0,1,0,0,1,1,0,0,0,0,0,0
6147,Coral Triangle,18.2,Rubble,0.6,28.1,34.6,Medium,57.0,16.4,Unprotected,27.9,1,0,0,1,0,0,0,0,0,0,0
6148,Red Sea,10.2,Rubble,0.88,28.0,40.0,Medium,67.6,16.6,Unprotected,46.3,1,0,1,0,0,0,0,0,0,0,0
6149,Great Barrier Reef,26.1,Sandy,0.75,25.9,35.2,Low,55.8,11.3,Unprotected,64.8,1,0,0,0,0,1,0,0,0,0,0
6150,Caribbean,12.8,Silty,0.74,25.4,34.9,Medium,56.7,13.9,Unprotected,13.0,0,0,0,0,0,0,0,1,1,1,0
6151,Red Sea,20.4,Rubble,0.87,27.3,40.1,Low,61.3,7.1,Unprotected,41.1,1,1,0,0,0,0,0,0,0,0,0
6152,Red Sea,24.4,Rubble,0.9,29.1,40.9,Low,59.7,15.2,MPA,15.6,1,0,0,0,0,0,0,0,0,0,0
6153,Great Barrier Reef,9.6,Sandy,0.76,27.7,34.4,High,67.1,9.9,Unprotected,33.0,1,0,0,1,0,0,0,0,0,0,0
6154,Great Barrier Reef,14.0,Coralline,0.92,25.7,34.3,Medium,68.4,22.6,MPA,92.3,1,0,0,0,1,1,0,0,0,0,0
6155,Great Barrier Reef,34.9,Rocky,0.81,27.5,35.5,Low,57.8,6.8,MPA,144.2,1,0,0,1,1,0,0,0,0,0,0
6156,Coral Triangle,19.1,Rubble,0.78,28.0,35.0,Medium,72.1,19.6,MPA,30.8,1,0,0,0,0,0,1,0,0,0,0
6157,Great Barrier Reef,24.3,Sandy,0.7,27.8,34.8,Low,59.4,9.6,MPA,144.4,1,0,0,1,1,0,0,0,0,0,0
6158,Caribbean,19.6,Coralline,0.54,28.8,34.9,Medium,61.1,19.3,MPA,43.4,1,0,0,0,0,0,0,0,0,1,0
6159,Coral Triangle,14.2,Sandy,0.82,27.4,33.7,Medium,62.5,10.9,Unprotected,12.0,1,0,0,0,0,0,0,0,0,0,1
6160,Caribbean,8.9,Rubble,0.58,26.5,35.6,High,68.4,19.7,Unprotected,2.1,0,0,0,0,0,0,0,1,0,1,0
6161,Caribbean,7.5,Silty,0.58,26.2,34.8,High,60.0,15.5,Unprotected,28.6,0,0,0,0,0,0,0,1,1,1,0
6162,Coral Triangle,10.8,Rubble,0.72,30.1,33.9,Medium,58.4,7.5,Unprotected,21.3,1,0,0,0,0,0,1,0,0,0,1
6163,Red Sea,19.1,Sandy,0.79,27.1,40.0,Medium,68.5,27.1,Unprotected,40.1,1,1,0,1,0,0,0,0,0,0,0
6164,Caribbean,11.6,Coralline,0.51,26.0,35.9,Medium,59.8,19.8,Unprotected,15.6,0,0,0,0,0,0,0,1,1,0,0
6165,Great Barrier Reef,6.6,Sandy,0.83,26.8,34.5,High,73.3,10.9,MPA,126.2,0,0,0,1,1,1,0,0,0,0,0
6166,Caribbean,7.3,Coralline,0.77,27.2,35.4,High,75.7,24.3,MPA,43.5,0,0,0,0,0,0,0,1,1,0,0
6167,Coral Triangle,13.6,Rocky,0.77,27.9,33.6,Medium,55.7,13.1,Unprotected,4.9,1,0,0,0,0,0,0,0,0,0,0
6168,Caribbean,10.7,Silty,0.69,28.8,36.0,Medium,65.2,22.7,MPA,10.5,1,0,0,0,0,0,0,0,0,0,0
6169,Great Barrier Reef,14.8,Rocky,0.62,26.6,34.2,Medium,60.0,29.6,MPA,71.6,1,0,0,0,0,1,0,0,0,0,0
6170,Caribbean,15.5,Coralline,0.72,28.4,35.5,Medium,60.0,12.2,Unprotected,11.4,1,0,0,0,0,0,0,0,0,0,0
6171,Red Sea,20.4,Sandy,0.7,27.7,39.2,Low,68.4,13.3,MPA,65.5,1,0,0,0,0,0,0,0,0,0,0
6172,Great Barrier Reef,28.2,Sandy,0.6,27.1,35.3,Low,47.1,7.1,MPA,72.1,1,0,0,0,1,1,0,0,0,0,0
6173,Great Barrier Reef,3.7,Sandy,0.91,27.6,34.8,High,71.7,20.0,MPA,112.1,1,0,0,1,0,0,0,0,0,0,0
6174,Great Barrier Reef,26.3,Rocky,0.75,27.2,35.2,Low,60.2,28.6,Unprotected,16.2,1,0,0,0,1,0,0,0,0,0,0
6175,Coral Triangle,13.9,Rocky,0.59,29.5,34.4,Medium,61.3,11.7,Unprotected,30.4,1,0,0,0,0,0,1,0,0,0,0
6176,Coral Triangle,19.6,Sandy,0.94,30.8,34.7,Medium,56.1,21.0,Unprotected,10.1,1,0,0,0,0,0,0,0,0,0,1
6177,Coral Triangle,8.6,Rocky,0.8,29.6,34.1,High,69.7,10.1,MPA,31.3,0,0,0,1,0,0,0,0,0,0,1
6178,Caribbean,4.4,Rubble,0.42,27.6,35.9,High,56.0,10.5,Unprotected,8.2,0,0,0,0,0,0,0,0,1,1,0
6179,Caribbean,15.7,Coralline,0.65,27.9,35.7,Medium,55.0,11.9,Unprotected,26.9,1,0,0,0,0,0,0,0,1,1,0
6180,Great Barrier Reef,11.6,Sandy,0.72,25.4,35.2,Medium,59.7,19.8,Unprotected,53.6,1,0,0,0,0,0,0,0,0,0,0
6181,Coral Triangle,23.2,Rocky,0.55,27.8,34.3,Low,48.6,29.4,Unprotected,34.5,0,0,0,1,0,0,0,0,0,0,1
6182,Red Sea,24.8,Rubble,0.82,28.3,40.1,Low,54.0,24.1,Unprotected,27.1,0,1,0,0,0,0,0,0,0,0,0
6183,Red Sea,5.8,Rocky,0.78,28.2,40.4,High,76.6,23.4,MPA,44.5,0,0,1,1,0,0,0,0,0,0,0
6184,Red Sea,26.0,Rocky,0.74,26.1,39.6,Low,61.2,20.7,MPA,34.3,0,1,1,0,0,0,0,0,0,0,0
6185,Great Barrier Reef,9.8,Rocky,0.83,24.6,35.1,High,66.2,23.5,Unprotected,72.5,1,0,0,1,0,1,0,0,0,0,0
6186,Coral Triangle,8.9,Rubble,0.87,28.9,33.6,High,62.2,15.7,Unprotected,34.1,0,0,0,1,0,0,1,0,0,0,1
6187,Great Barrier Reef,25.9,Sandy,0.93,28.3,34.3,Low,61.0,21.6,Unprotected,71.8,1,0,0,1,0,1,0,0,0,0,0
6188,Red Sea,17.9,Rubble,0.64,26.5,39.5,Medium,63.5,5.3,MPA,69.5,1,1,1,0,0,0,0,0,0,0,0
6189,Great Barrier Reef,21.4,Coralline,0.7,24.7,35.1,Low,58.5,16.3,MPA,51.4,0,0,0,1,1,1,0,0,0,0,0
6190,Red Sea,22.5,Rocky,0.59,27.5,39.8,Low,59.1,22.3,Unprotected,21.1,0,0,1,1,0,0,0,0,0,0,0
6191,Red Sea,29.8,Rubble,0.68,29.7,40.4,Low,62.6,9.6,MPA,71.8,1,0,0,0,0,0,0,0,0,0,0
6192,Red Sea,6.9,Rubble,0.72,26.4,40.1,High,66.7,15.8,Unprotected,30.4,0,0,1,1,0,0,0,0,0,0,0
6193,Red Sea,11.2,Rocky,0.86,29.6,40.9,Medium,61.4,11.4,Unprotected,15.6,0,0,1,1,0,0,0,0,0,0,0
6194,Caribbean,8.0,Silty,0.71,28.1,35.4,High,67.4,15.5,Unprotected,21.9,1,0,0,0,0,0,0,0,0,1,0
6195,Great Barrier Reef,17.5,Sandy,0.95,24.6,34.1,Medium,69.7,25.6,MPA,22.0,1,0,0,0,1,0,0,0,0,0,0
6196,Caribbean,13.0,Rubble,0.79,25.4,35.8,Medium,60.0,20.9,Unprotected,26.7,1,0,0,0,0,0,0,0,0,1,0
6197,Caribbean,18.5,Silty,0.79,28.1,34.7,Medium,72.7,13.6,Unprotected,12.1,1,0,0,0,0,0,0,0,0,1,0
6198,Coral Triangle,38.6,Sandy,0.94,27.8,33.8,Low,59.4,16.9,Unprotected,29.5,1,0,0,0,0,0,1,0,0,0,0
6199,Caribbean,12.9,Rubble,0.52,28.8,35.1,Medium,58.9,19.5,Unprotected,16.4,1,0,0,0,0,0,0,0,1,0,0
6200,Great Barrier Reef,20.9,Sandy,0.63,25.7,34.1,Low,58.0,12.2,MPA,149.2,1,0,0,0,0,0,0,0,0,0,0
6201,Caribbean,18.0,Rubble,0.71,27.4,35.4,Medium,65.6,6.6,MPA,50.4,1,0,0,0,0,0,0,0,1,0,0
6202,Red Sea,26.6,Rocky,0.89,26.8,39.2,Low,54.3,15.0,Unprotected,41.8,1,1,0,0,0,0,0,0,0,0,0
6203,Red Sea,21.9,Sandy,0.82,28.7,39.2,Low,58.1,17.9,Unprotected,3.7,1,1,0,0,0,0,0,0,0,0,0
6204,Red Sea,8.9,Rocky,0.7,28.0,39.5,High,56.1,23.9,Unprotected,48.4,0,0,1,1,0,0,0,0,0,0,0
6205,Great Barrier Reef,10.1,Rocky,0.73,27.1,35.3,Medium,52.2,17.0,Unprotected,72.6,1,0,0,0,1,1,0,0,0,0,0
6206,Red Sea,18.3,Sandy,0.57,28.4,39.2,Medium,60.2,14.3,Unprotected,9.4,1,1,0,1,0,0,0,0,0,0,0
6207,Great Barrier Reef,14.4,Rocky,0.9,27.4,34.3,Medium,66.5,22.2,MPA,67.7,1,0,0,1,0,0,0,0,0,0,0
6208,Red Sea,5.1,Rubble,0.74,28.2,40.3,High,62.7,8.3,MPA,78.0,0,1,1,1,0,0,0,0,0,0,0
6209,Coral Triangle,13.0,Rubble,0.74,27.9,34.8,Medium,56.4,10.6,Unprotected,27.8,1,0,0,1,0,0,0,0,0,0,0
6210,Great Barrier Reef,17.2,Sandy,0.82,28.1,35.3,Medium,78.1,10.3,MPA,101.1,1,0,0,0,1,1,0,0,0,0,0
6211,Red Sea,16.8,Rocky,0.9,27.8,39.7,Medium,61.3,25.2,MPA,71.9,1,1,1,0,0,0,0,0,0,0,0
6212,Red Sea,6.7,Rubble,0.82,28.1,39.4,High,61.8,17.9,Unprotected,23.8,1,1,0,1,0,0,0,0,0,0,0
6213,Coral Triangle,14.9,Sandy,0.52,28.2,34.2,Medium,53.3,20.6,Unprotected,21.1,1,0,0,0,0,0,0,0,0,0,1
6214,Red Sea,14.5,Sandy,0.66,29.5,40.8,Medium,61.5,19.1,MPA,47.6,0,0,1,1,0,0,0,0,0,0,0
6215,Great Barrier Reef,8.7,Coralline,0.69,27.3,35.2,High,62.0,15.6,Unprotected,91.7,0,0,0,1,0,0,0,0,0,0,0
6216,Red Sea,5.3,Rubble,0.64,28.9,40.9,High,67.4,22.7,Unprotected,24.8,0,0,0,1,0,0,0,0,0,0,0
6217,Coral Triangle,13.4,Rubble,0.68,29.3,34.9,Medium,58.5,28.2,Unprotected,37.2,1,0,0,0,0,0,1,0,0,0,0
6218,Great Barrier Reef,30.0,Rocky,0.81,25.4,35.5,Low,54.6,17.8,MPA,83.9,1,0,0,0,1,0,0,0,0,0,0
6219,Coral Triangle,33.2,Sandy,0.59,30.9,34.8,Low,57.6,12.2,Unprotected,9.1,0,0,0,0,0,0,1,0,0,0,1
6220,Caribbean,6.2,Silty,0.43,25.1,35.7,High,70.3,9.7,MPA,47.2,0,0,0,0,0,0,0,0,0,1,0
6221,Coral Triangle,24.4,Rubble,0.63,28.4,34.2,Low,51.4,25.6,Unprotected,9.4,1,0,0,0,0,0,0,0,0,0,0
6222,Red Sea,25.2,Sandy,0.78,29.7,40.8,Low,52.6,23.1,Unprotected,22.0,0,1,1,0,0,0,0,0,0,0,0
6223,Caribbean,19.4,Coralline,0.61,26.6,35.4,Medium,56.1,17.8,Unprotected,17.6,1,0,0,0,0,0,0,0,1,1,0
6224,Coral Triangle,2.6,Rocky,0.52,30.0,34.6,High,59.8,6.4,Unprotected,2.2,0,0,0,1,0,0,0,0,0,0,1
6225,Coral Triangle,24.9,Rocky,0.92,27.8,33.6,Low,59.2,14.1,Unprotected,36.2,1,0,0,0,0,0,1,0,0,0,1
6226,Caribbean,20.4,Coralline,0.69,25.2,34.7,Low,51.7,10.8,Unprotected,29.4,1,0,0,0,0,0,0,1,0,0,0
6227,Coral Triangle,7.0,Rocky,0.61,28.9,33.9,High,64.8,9.5,MPA,26.8,0,0,0,1,0,0,0,0,0,0,1
6228,Caribbean,7.5,Coralline,0.77,27.4,35.4,High,72.6,9.1,Unprotected,23.0,0,0,0,0,0,0,0,1,1,1,0
6229,Caribbean,24.9,Rubble,0.5,26.9,35.8,Low,52.0,6.7,Unprotected,29.7,0,0,0,0,0,0,0,1,0,1,0
6230,Coral Triangle,10.3,Sandy,0.91,28.8,34.9,Medium,65.9,11.1,Unprotected,8.2,1,0,0,0,0,0,0,0,0,0,1
6231,Great Barrier Reef,23.6,Rocky,0.77,28.2,35.2,Low,59.3,26.6,MPA,108.0,1,0,0,0,0,1,0,0,0,0,0
6232,Coral Triangle,5.1,Sandy,0.71,30.7,33.5,High,61.6,9.3,Unprotected,35.8,0,0,0,1,0,0,0,0,0,0,1
6233,Coral Triangle,35.4,Rocky,0.84,28.3,33.7,Low,57.9,27.2,Unprotected,2.7,0,0,0,0,0,0,0,0,0,0,1
6234,Coral Triangle,38.9,Sandy,0.89,27.9,34.9,Low,64.6,12.9,MPA,53.5,1,0,0,0,0,0,0,0,0,0,0
6235,Red Sea,17.8,Rocky,0.66,27.5,39.3,Medium,54.4,14.9,MPA,44.3,1,0,1,1,0,0,0,0,0,0,0
6236,Coral Triangle,17.9,Rocky,0.71,29.7,34.7,Medium,59.1,18.7,MPA,5.6,1,0,0,0,0,0,1,0,0,0,1
6237,Coral Triangle,9.5,Sandy,0.54,28.2,34.2,High,63.5,26.9,MPA,43.1,0,0,0,1,0,0,1,0,0,0,1
6238,Great Barrier Reef,22.8,Rocky,0.93,26.0,34.0,Low,52.5,8.6,Unprotected,56.8,1,0,0,0,1,1,0,0,0,0,0
6239,Great Barrier Reef,20.7,Rocky,0.88,24.4,34.2,Low,59.3,14.5,Unprotected,46.5,0,0,0,1,0,0,0,0,0,0,0
6240,Great Barrier Reef,11.5,Coralline,0.84,25.8,34.8,Medium,66.4,19.4,MPA,90.4,1,0,0,1,0,0,0,0,0,0,0
6241,Great Barrier Reef,4.2,Rocky,0.81,25.2,34.6,High,75.9,24.1,MPA,71.8,0,0,0,1,0,1,0,0,0,0,0
6242,Coral Triangle,17.5,Rubble,0.75,30.4,34.0,Medium,51.5,7.0,Unprotected,16.5,1,0,0,0,0,0,1,0,0,0,1
6243,Caribbean,19.8,Silty,0.51,28.2,34.7,Medium,58.2,14.5,Unprotected,11.6,1,0,0,0,0,0,0,1,0,0,0
6244,Coral Triangle,3.5,Rocky,0.91,29.6,35.0,High,71.2,11.5,Unprotected,23.9,0,0,0,1,0,0,0,0,0,0,0
6245,Caribbean,11.6,Silty,0.73,25.3,35.7,Medium,65.4,25.3,MPA,14.5,1,0,0,0,0,0,0,0,1,0,0
6246,Great Barrier Reef,32.2,Rocky,0.67,26.4,34.7,Low,64.6,20.3,MPA,119.9,1,0,0,0,1,0,0,0,0,0,0
6247,Caribbean,3.5,Coralline,0.47,25.6,34.9,High,53.5,22.6,Unprotected,12.0,0,0,0,0,0,0,0,1,0,1,0
6248,Caribbean,17.2,Rubble,0.79,28.7,35.2,Medium,61.7,16.5,Unprotected,18.3,1,0,0,0,0,0,0,0,1,1,0
6249,Caribbean,10.0,Coralline,0.79,26.8,34.5,Medium,63.8,11.9,MPA,44.2,1,0,0,0,0,0,0,0,0,0,0
6250,Red Sea,8.0,Rocky,0.77,28.8,39.2,High,72.2,10.0,MPA,26.7,0,1,0,1,0,0,0,0,0,0,0
6251,Coral Triangle,9.6,Rocky,0.6,27.4,34.4,High,63.9,7.7,Unprotected,15.9,0,0,0,1,0,0,1,0,0,0,0
6252,Great Barrier Reef,7.6,Rocky,0.61,26.8,35.3,High,63.1,12.5,MPA,29.6,1,0,0,1,0,1,0,0,0,0,0
6253,Coral Triangle,1.4,Rocky,0.8,27.3,33.7,High,63.6,10.6,Unprotected,26.0,0,0,0,1,0,0,0,0,0,0,0
6254,Red Sea,6.9,Rubble,0.65,26.8,40.7,High,72.5,14.2,Unprotected,28.1,0,1,1,1,0,0,0,0,0,0,0
6255,Red Sea,17.1,Rubble,0.83,29.3,39.8,Medium,61.5,22.2,Unprotected,11.2,1,1,0,0,0,0,0,0,0,0,0
6256,Red Sea,22.2,Rubble,0.56,26.3,40.5,Low,62.7,19.9,MPA,57.9,1,0,0,1,0,0,0,0,0,0,0
6257,Coral Triangle,35.3,Rocky,0.58,30.4,34.7,Low,59.7,11.3,Unprotected,3.9,1,0,0,1,0,0,0,0,0,0,0
6258,Red Sea,15.7,Rocky,0.89,29.3,39.8,Medium,59.1,7.1,Unprotected,30.9,1,0,1,0,0,0,0,0,0,0,0
6259,Caribbean,19.4,Silty,0.49,26.2,36.0,Medium,68.4,14.3,Unprotected,23.7,1,0,0,0,0,0,0,0,1,0,0
6260,Great Barrier Reef,4.5,Rocky,0.67,27.4,34.1,High,70.7,5.2,MPA,88.6,0,0,0,1,0,1,0,0,0,0,0
6261,Caribbean,23.5,Rubble,0.41,25.3,35.3,Low,48.8,20.8,Unprotected,1.0,1,0,0,0,0,0,0,1,0,0,0
6262,Great Barrier Reef,13.2,Sandy,0.82,28.5,35.0,Medium,75.4,9.5,MPA,125.8,1,0,0,0,0,0,0,0,0,0,0
6263,Red Sea,19.7,Rubble,0.58,28.9,39.6,Medium,69.3,19.4,MPA,42.3,1,0,0,0,0,0,0,0,0,0,0
6264,Coral Triangle,34.9,Rocky,0.91,30.7,34.1,Low,57.1,27.7,Unprotected,17.2,1,0,0,1,0,0,1,0,0,0,0
6265,Red Sea,6.3,Sandy,0.57,27.2,39.4,High,71.7,28.3,MPA,30.5,0,0,0,1,0,0,0,0,0,0,0
6266,Coral Triangle,6.1,Sandy,0.61,28.9,33.6,High,63.3,14.9,Unprotected,13.8,0,0,0,1,0,0,0,0,0,0,0
6267,Red Sea,29.1,Sandy,0.75,28.6,40.4,Low,47.1,20.9,Unprotected,4.5,1,0,0,0,0,0,0,0,0,0,0
6268,Great Barrier Reef,17.0,Sandy,0.64,25.5,34.6,Medium,67.4,10.0,Unprotected,55.3,0,0,0,0,1,1,0,0,0,0,0
6269,Red Sea,6.9,Rubble,0.81,29.3,39.2,High,75.8,14.9,MPA,22.4,0,1,0,1,0,0,0,0,0,0,0
6270,Caribbean,5.7,Coralline,0.65,27.0,35.1,High,57.5,27.9,Unprotected,26.2,0,0,0,0,0,0,0,1,1,1,0
6271,Coral Triangle,5.3,Rubble,0.95,27.8,34.9,High,62.2,12.5,Unprotected,37.2,0,0,0,1,0,0,1,0,0,0,0
6272,Great Barrier Reef,26.9,Coralline,0.64,26.4,35.4,Low,63.3,29.5,MPA,87.7,1,0,0,0,1,1,0,0,0,0,0
6273,Great Barrier Reef,34.4,Rocky,0.78,25.7,35.5,Low,72.4,17.4,MPA,147.2,1,0,0,1,0,1,0,0,0,0,0
6274,Red Sea,20.1,Sandy,0.7,26.4,40.5,Low,54.0,15.1,MPA,62.4,1,0,1,0,0,0,0,0,0,0,0
6275,Caribbean,6.3,Rubble,0.63,25.8,34.7,High,72.6,17.6,MPA,10.8,0,0,0,0,0,0,0,0,1,1,0
6276,Caribbean,21.9,Coralline,0.46,25.5,35.9,Low,53.9,16.5,Unprotected,23.6,1,0,0,0,0,0,0,0,0,0,0
6277,Great Barrier Reef,12.5,Sandy,0.78,26.8,34.5,Medium,70.4,25.0,Unprotected,55.8,1,0,0,0,1,1,0,0,0,0,0
6278,Red Sea,27.1,Rocky,0.71,28.1,39.9,Low,57.2,21.2,MPA,19.9,1,0,0,1,0,0,0,0,0,0,0
6279,Great Barrier Reef,32.6,Rocky,0.73,28.0,35.0,Low,54.7,11.3,Unprotected,35.2,1,0,0,0,0,0,0,0,0,0,0
6280,Coral Triangle,39.5,Sandy,0.82,28.5,34.9,Low,48.0,25.9,Unprotected,27.2,0,0,0,0,0,0,0,0,0,0,1
6281,Great Barrier Reef,11.1,Coralline,0.85,26.5,34.8,Medium,58.5,5.6,Unprotected,97.4,1,0,0,0,0,1,0,0,0,0,0
6282,Caribbean,9.7,Rubble,0.76,28.9,35.6,High,75.0,12.6,MPA,40.3,0,0,0,0,0,0,0,1,1,0,0
6283,Red Sea,18.6,Rocky,0.53,26.7,39.6,Medium,57.0,26.1,Unprotected,30.7,1,0,0,1,0,0,0,0,0,0,0
6284,Great Barrier Reef,19.9,Coralline,0.86,27.2,35.0,Medium,71.4,20.6,MPA,70.7,0,0,0,0,1,1,0,0,0,0,0
6285,Caribbean,12.7,Coralline,0.52,25.6,35.5,Medium,64.0,8.2,Unprotected,27.9,1,0,0,0,0,0,0,0,1,0,0
6286,Red Sea,6.9,Rocky,0.69,29.5,39.1,High,75.0,8.1,MPA,76.7,0,1,1,1,0,0,0,0,0,0,0
6287,Coral Triangle,28.3,Rocky,0.91,28.3,33.5,Low,57.3,25.2,MPA,62.8,0,0,0,0,0,0,1,0,0,0,0
6288,Coral Triangle,10.0,Rocky,0.65,27.3,34.4,Medium,49.9,27.2,Unprotected,37.4,1,0,0,1,0,0,0,0,0,0,1
6289,Great Barrier Reef,28.6,Coralline,0.85,26.7,34.7,Low,67.6,5.7,MPA,54.7,1,0,0,0,0,1,0,0,0,0,0
6290,Red Sea,24.9,Rocky,0.74,26.5,39.8,Low,57.2,17.5,Unprotected,6.6,0,1,0,1,0,0,0,0,0,0,0
6291,Red Sea,22.5,Rubble,0.64,29.0,40.6,Low,51.1,25.3,Unprotected,7.3,0,1,0,1,0,0,0,0,0,0,0
6292,Caribbean,24.1,Silty,0.77,27.5,34.6,Low,56.6,19.7,MPA,43.8,1,0,0,0,0,0,0,1,0,1,0
6293,Red Sea,23.3,Rubble,0.55,27.1,40.5,Low,61.7,26.0,MPA,38.4,1,1,0,0,0,0,0,0,0,0,0
6294,Red Sea,7.8,Sandy,0.58,29.6,40.1,High,63.4,28.8,Unprotected,36.6,0,0,1,1,0,0,0,0,0,0,0
6295,Caribbean,7.1,Coralline,0.71,26.5,35.1,High,58.6,25.0,Unprotected,5.9,0,0,0,0,0,0,0,1,0,1,0
6296,Caribbean,19.8,Coralline,0.77,28.0,35.3,Medium,59.7,7.9,MPA,8.2,1,0,0,0,0,0,0,0,0,1,0
6297,Caribbean,7.6,Silty,0.8,28.2,35.6,High,59.1,8.0,Unprotected,26.1,1,0,0,0,0,0,0,0,0,1,0
6298,Caribbean,15.6,Coralline,0.56,26.7,34.7,Medium,58.3,29.2,Unprotected,28.0,0,0,0,0,0,0,0,1,1,0,0
6299,Great Barrier Reef,21.0,Rocky,0.94,28.1,34.3,Low,67.7,16.2,MPA,129.4,0,0,0,1,1,0,0,0,0,0,0
6300,Red Sea,5.8,Sandy,0.86,29.4,39.8,High,70.9,13.3,MPA,53.4,0,1,1,1,0,0,0,0,0,0,0
6301,Red Sea,22.9,Rubble,0.68,28.3,39.5,Low,65.8,24.0,Unprotected,17.7,0,0,1,0,0,0,0,0,0,0,0
6302,Red Sea,21.6,Sandy,0.85,27.7,39.1,Low,53.8,9.9,Unprotected,18.4,1,0,0,0,0,0,0,0,0,0,0
6303,Great Barrier Reef,6.8,Sandy,0.85,25.5,34.4,High,74.4,25.6,MPA,113.3,0,0,0,1,0,0,0,0,0,0,0
6304,Caribbean,6.0,Rubble,0.72,28.9,35.7,High,64.0,11.3,Unprotected,12.1,0,0,0,0,0,0,0,1,0,0,0
6305,Red Sea,21.3,Rubble,0.62,30.0,40.9,Low,54.2,18.0,Unprotected,33.9,1,0,0,0,0,0,0,0,0,0,0
6306,Coral Triangle,38.8,Sandy,0.64,30.6,33.5,Low,59.7,21.3,MPA,8.1,1,0,0,1,0,0,0,0,0,0,0
6307,Red Sea,28.5,Rubble,0.72,28.6,40.5,Low,58.8,20.0,MPA,11.3,1,1,0,0,0,0,0,0,0,0,0
6308,Coral Triangle,40.0,Rubble,0.62,27.1,33.7,Low,59.4,10.6,Unprotected,15.6,1,0,0,0,0,0,0,0,0,0,1
6309,Great Barrier Reef,5.4,Coralline,0.83,26.9,35.0,High,71.7,26.4,MPA,79.9,0,0,0,0,1,1,0,0,0,0,0
6310,Red Sea,5.2,Rocky,0.69,27.6,40.8,High,64.8,27.3,Unprotected,8.9,0,0,1,1,0,0,0,0,0,0,0
6311,Red Sea,25.3,Rocky,0.68,29.7,40.1,Low,61.7,20.0,Unprotected,42.9,0,1,1,0,0,0,0,0,0,0,0
6312,Red Sea,9.8,Sandy,0.82,29.1,40.9,High,67.7,14.1,MPA,79.6,1,0,1,1,0,0,0,0,0,0,0
6313,Red Sea,11.2,Sandy,0.55,28.4,40.5,Medium,70.4,28.3,MPA,78.2,1,1,0,0,0,0,0,0,0,0,0
6314,Red Sea,7.6,Rubble,0.87,27.2,40.7,High,74.7,15.8,Unprotected,7.2,0,0,0,1,0,0,0,0,0,0,0
6315,Great Barrier Reef,29.8,Sandy,0.85,25.9,34.2,Low,61.6,12.8,MPA,86.0,1,0,0,0,0,1,0,0,0,0,0
6316,Red Sea,11.7,Sandy,0.67,28.3,40.6,Medium,59.0,17.7,Unprotected,21.1,1,1,0,1,0,0,0,0,0,0,0
6317,Coral Triangle,26.1,Rocky,0.68,29.0,34.4,Low,55.6,9.1,Unprotected,5.9,1,0,0,0,0,0,0,0,0,0,1
6318,Caribbean,7.7,Rubble,0.77,28.5,35.5,High,60.5,6.1,Unprotected,24.4,1,0,0,0,0,0,0,1,0,0,0
6319,Caribbean,24.5,Rubble,0.64,25.6,35.1,Low,60.5,23.0,Unprotected,6.1,0,0,0,0,0,0,0,0,1,1,0
6320,Great Barrier Reef,7.0,Sandy,0.8,27.4,35.4,High,66.7,9.6,MPA,60.2,1,0,0,1,0,1,0,0,0,0,0
6321,Caribbean,13.7,Silty,0.55,26.8,34.8,Medium,57.5,21.1,Unprotected,23.1,0,0,0,0,0,0,0,0,0,1,0
6322,Caribbean,20.5,Coralline,0.64,26.6,35.2,Low,59.3,23.9,Unprotected,23.5,0,0,0,0,0,0,0,1,0,1,0
6323,Coral Triangle,13.1,Rubble,0.9,30.7,33.7,Medium,61.5,8.3,Unprotected,8.4,1,0,0,0,0,0,0,0,0,0,1
6324,Caribbean,21.0,Rubble,0.76,28.0,35.9,Low,61.9,18.7,MPA,9.2,0,0,0,0,0,0,0,0,1,0,0
6325,Caribbean,24.7,Silty,0.49,27.9,35.2,Low,48.5,26.3,Unprotected,16.9,1,0,0,0,0,0,0,0,1,0,0
6326,Coral Triangle,3.6,Rubble,0.68,29.9,34.0,High,66.5,7.7,Unprotected,18.9,0,0,0,1,0,0,0,0,0,0,1
6327,Coral Triangle,27.7,Rubble,0.89,30.8,34.5,Low,63.2,18.7,MPA,20.4,1,0,0,0,0,0,1,0,0,0,1
6328,Coral Triangle,28.1,Sandy,0.75,29.3,34.5,Low,56.5,28.0,Unprotected,1.3,1,0,0,0,0,0,1,0,0,0,0
